TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,Exito,exito_binario
152,1,BC,Hogar,102.1,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
783,1,C,Hogar,114.47,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
789,1,C,Hogar,100.7,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
248,1,CD,Base,100.28,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,95.2,1
156,1,BC,Hogar,115.0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
247,1,D,Hogar,104.6,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
474,1,C,Hogar,115.79,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
453,1,C,Base,107.02,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
455,1,C,Hogar,119.51,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,38.1,0
366,1,C,Hogar,100.0,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,90.5,1
365,1,C,Base,97.54,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
456,1,C,Hogar,127.9,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
457,1,C,Hogar,81.3,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
458,1,C,Hogar,101.46,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
361,1,C,Hogar,93.0,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
464,1,C,Hogar,138.92,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
358,1,C,Base,93.0,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,90.5,1
447,1,C,Hogar,83.9,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,71.4,0
356,1,C,Hogar,77.0,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
355,1,C,Hogar,90.0,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
484,1,C,Hogar,115.75,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
493,1,C,Base,119.41,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
352,1,C,Base,105.0,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2,1
351,1,C,Base,93.0,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,95.2,1
495,1,C,Base,115.7,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
503,1,C,Hogar,81.59,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
348,1,C,Hogar,100.0,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
506,1,C,Hogar,105.66,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
401,1,C,Hogar,92.52,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
389,1,BC,Base,98.08,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0,1
402,1,C,Hogar,103.27,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5,1
404,1,C,Base,112.87,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,100.0,1
406,1,C,Hogar,76.69,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,85.7,1
407,1,C,Base,118.47,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,89.5,1
409,1,C,Hogar,95.68,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
411,1,C,Hogar,109.85,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
417,1,C,Base,95.22,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
423,1,C,Base,85.18,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
635,1,C,Base,120.27,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
425,1,C,Hogar,116.15,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
427,1,C,Hogar,122.63,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
431,1,C,Hogar,119.24,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
433,1,C,Base,127.4,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
438,1,C,Hogar,117.61,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
374,1,C,Base,107.92,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,100.0,1
439,1,C,Hogar,115.55,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
372,1,CD,Hogar,80.56,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
441,1,CD,Hogar,111.48,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7,1
446,1,C,Hogar,126.8,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
612,1,C,Hogar,101.06,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
587,1,C,Hogar,91.25,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,81.0,1
346,1,C,Hogar,90.0,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
322,1,C,Base,100.0,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
321,1,C,Hogar,102.0,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
591,1,C,Hogar,86.41,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
302,1,CD,Base,130.0,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
633,1,C,Hogar,103.05,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
616,1,C,Hogar,96.93,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
306,1,C,Base,182.0,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,95.2,1
307,1,C,Hogar,114.0,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
593,1,C,Hogar,111.14,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
509,1,C,Base,115.72,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
611,1,C,Base,115.66,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN,100.0,1
318,1,C,Hogar,107.0,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
317,1,C,Hogar,104.0,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
594,1,C,Hogar,98.07,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
315,1,BC,Hogar,93.0,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN,100.0,1
314,1,C,Base,107.0,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
597,1,C,Hogar,110.73,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
598,1,C,Hogar,96.69,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
599,1,C,Hogar,114.63,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
585,1,C,Hogar,112.9,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,76.2,1
519,1,C,Base,115.03,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2,1
536,1,C,Hogar,114.87,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
541,1,C,Hogar,109.97,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
557,1,C,Hogar,84.08,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
559,1,C,Hogar,92.18,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
562,1,C,Hogar,104.62,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,61.9,0
564,1,C,Hogar,115.51,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
571,1,C,Hogar,112.89,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
332,1,B,Receso,136.0,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,85.7,1
324,1,C,Hogar,97.0,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
582,1,C,Hogar,120.33,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
583,1,C,Hogar,113.5,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
329,1,C,Receso,71.0,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,95.2,1
575,1,C,Hogar,99.73,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
326,1,B,Hogar,118.0,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5,1
328,1,C,Receso,116.0,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,90.5,1
327,1,C,Hogar,98.0,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
853,2,C,Hogar,108.472,25.97227,-98.29033,Hogar Reunión,UT_DENSIDAD,TRAIN,75.0,0
798,2,C,Hogar,108.472,25.99222,-98.09663,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
802,2,C,Base,107.28,25.9898,-98.1002,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,87.5,1
803,2,C,Base,107.28,25.9872,-98.1074,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,75.0,0
813,2,C,Hogar,108.472,25.992,-98.114,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
822,2,C,Base,107.28,25.98347,-98.11129,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,93.3,1
996,2,C,Hogar,107.85,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
997,2,C,Hogar,101.82,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
1003,2,C,Hogar,112.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
1007,2,C,Hogar,114.41,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
965,2,B,Hogar,98.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
979,2,BC,Hogar,115.67,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2,1
983,2,C,Hogar,117.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
1037,2,C,Hogar,121.67,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
1041,2,B,Hogar,108.472,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
1042,2,C,Hogar,108.472,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
1044,2,C,Base,107.28,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,TRAIN,95.2,1
1045,2,C,Hogar,108.472,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
1016,2,C,Hogar,116.9,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN,100.0,1
1021,2,C,Hogar,108.472,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
1024,2,B,Hogar,121.61,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
885,2,B,Receso,110.15,25.98226,-98.09069,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
891,2,C,Hogar,113.17,25.97946,-98.06868,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.0,1
942,2,C,Receso,130.0,25.9883,-98.11208,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0,1
944,2,C,Hogar,120.0,25.99662,-98.06202,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
945,2,C,Hogar,130.0,25.98966,-98.08214,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
956,2,C,Receso,121.0,25.98349,-98.08468,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
958,2,CD,Receso,125.0,25.99809,-98.08917,Parada Técnica,UT_DENSIDAD,TRAIN,100.0,1
927,2,C,Receso,135.13,25.92283,-98.26913,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0,1
929,2,C,Hogar,83.07,25.99169,-98.07486,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
935,2,C,Hogar,152.0,25.99116,-98.09066,Hogar Reunión,UT_DENSIDAD,TRAIN,95.0,1
19,2,C,Hogar,108.472,25.9944,-98.11901,Hogar Reunión,UT_DENSIDAD,TRAIN,38.1,0
13,2,C,Base,107.28,25.98686,-98.09433,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
12,2,C,Hogar,108.472,25.99668,-98.26116,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
236,3,B,Hogar,130.0,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
345,3,A,Hogar,97.5,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
204,3,AB,Base,122.4,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
214,3,BC,Receso,127.36,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN,100.0,1
846,3,B,Hogar,85.22,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN,55.6,0
841,3,B,Hogar,108.472,25.58732,-100.27536,Hogar Reunión,UT_DENSIDAD,TRAIN,90.9,1
221,3,AB,Receso,168.4,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
222,3,AB,Receso,112.0,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN,95.2,1
827,3,B,Base,107.28,25.52392,-100.20669,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,85.7,1
234,3,A,Receso,111.14,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN,100.0,1
246,3,B,Base,100.57,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,85.7,1
167,3,BC,Hogar,108.472,25.64782,-100.27427,Clásico,UT_GAS_URBANA,TRAIN,100.0,1
237,3,B,Hogar,127.64,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN,100.0,1
804,3,B,Hogar,108.472,25.54712,-100.23021,Hogar Reunión,UT_DENSIDAD,TRAIN,89.5,1
243,3,AB,Receso,149.7,25.63751,-100.31216,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0,1
242,3,BC,Receso,90.55,25.65538,-100.29421,Oficinistas,UT_GAS_URBANA,TRAIN,90.5,1
241,3,BC,Receso,97.31,25.67252,-100.35968,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
178,3,AB,Base,103.6,25.66035,-100.38279,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
207,3,AB,Base,93.6,25.65248,-100.36226,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
169,3,AB,Base,119.3,25.65122,-100.33959,Oficinistas,UT_DENSIDAD,TRAIN,100.0,1
171,3,AB,Hogar,110.1,25.66523,-100.34199,Clásico,UT_TRAFICO_PEATONAL,TRAIN,95.0,1
173,3,AB,Hogar,99.0,25.6217,-100.29776,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
174,3,AB,Hogar,108.472,25.62244,-100.28191,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
175,3,BC,Base,136.0,25.64811,-100.32974,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0,1
176,3,AB,Hogar,108.472,25.63944,-100.27006,Clásico,UT_TRAFICO_PEATONAL,TRAIN,100.0,1
177,3,BC,Base,107.28,25.64667,-100.29488,Clásico,UT_DENSIDAD,TRAIN,95.2,1
507,3,C,Hogar,107.8,25.65665,-100.26909,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0,1
179,3,AB,Hogar,108.472,25.60124,-100.26406,Clásico,UT_DENSIDAD,TRAIN,100.0,1
181,3,AB,Hogar,105.65,25.6296,-100.27825,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,95.0,1
184,3,AB,Hogar,108.472,25.62076,-100.28546,Clásico,UT_DENSIDAD,TRAIN,95.2,1
185,3,AB,Receso,106.96,25.66474,-100.38099,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
349,3,AB,Base,107.28,25.65609,-100.33998,Parada Técnica,UT_DENSIDAD,TRAIN,100.0,1
504,3,B,Hogar,108.472,25.62039,-100.28323,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0,1
196,3,BC,Receso,90.55,25.56563,-100.23929,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0,1
284,3,C,Receso,124.6,25.53601,-100.21905,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0,1
725,3,C,Hogar,108.472,25.66995,-100.27144,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2,1
