TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,Exito
285,1,A,Hogar,130.46,25.64192,-100.26826,Clásico,UT_DENSIDAD,TRAIN,100.0
671,1,C,Base,114.21,25.67863,-100.26725,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
674,1,C,Hogar,114.34,25.69528,-100.20643,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
281,1,BC,Hogar,121.54,25.69659,-100.25507,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
677,1,C,Hogar,110.81,25.68325,-100.23067,Parada Técnica,UT_DENSIDAD,TRAIN,81.0
834,1,C,Hogar,101.33,25.70647,-100.22508,Hogar Reunión,UT_DENSIDAD,TRAIN,84.6
792,1,C,Peatonal,87.25,25.67762,-100.25978,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,90.5
164,1,CD,Base,18.72,25.73369,-100.19908,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2
231,1,CD,Hogar,116.5,25.70295,-100.25852,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0
823,1,C,Hogar,108.66,25.66404,-100.23363,Hogar Reunión,UT_DENSIDAD,TRAIN,87.5
824,1,C,Hogar,97.92,25.7371,-100.16613,Hogar Reunión,UT_DENSIDAD,TRAIN,57.1
182,1,BC,Hogar,111.9,25.68312,-100.2139,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
223,1,BC,Hogar,128.96,25.66976,-100.23605,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0
832,1,C,Hogar,66.04,25.66925,-100.237,Hogar Reunión,UT_DENSIDAD,TRAIN,45.5
245,1,D,Hogar,116.0,25.73065,-100.18657,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
188,1,BC,Receso,95.3,25.68763,-100.24615,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2
191,1,CD,Receso,131.5,25.69273,-100.24576,Clásico,UT_GAS_URBANA,TRAIN,38.1
847,1,C,Hogar,100.4,25.71567,-100.1601,Hogar Reunión,UT_GAS_URBANA,TRAIN,0.0
193,1,CD,Hogar,95.54,25.73871,-100.18913,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
212,1,CD,Base,134.24,25.69344,-100.1831,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
211,1,C,Hogar,127.62,25.74447,-100.17476,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
199,1,CD,Base,113.0,25.72332,-100.19058,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.0
873,1,C,Receso,58.12,25.69741,-100.13975,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,0.0
254,1,C,Hogar,113.0,25.66872,-100.2344,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2
735,1,C,Hogar,83.57,25.71611,-100.18296,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
746,1,C,Hogar,104.1,25.6867,-100.19352,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
141,1,BC,Hogar,98.5,25.68098,-100.23912,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
259,1,C,Base,99.08,25.67765,-100.2596,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,90.5
753,1,C,Hogar,103.64,25.72788,-100.18008,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
754,1,C,Hogar,119.75,25.71732,-100.19217,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
145,1,BC,Hogar,112.5,25.66404,-100.21449,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
765,1,C,Hogar,94.42,25.69325,-100.23738,Oficinistas,UT_DENSIDAD,TRAIN,100.0
766,1,C,Base,118.52,25.72372,-100.14054,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
395,1,C,Hogar,79.55,25.67661,-100.24879,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
253,1,C,Hogar,117.0,25.72968,-100.17269,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
769,1,C,Base,108.8,25.69461,-100.17078,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,95.2
152,1,BC,Hogar,102.1,25.66861,-100.24023,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
783,1,C,Hogar,114.47,25.6989,-100.1506,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
789,1,C,Hogar,100.7,25.71404,-100.17443,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
248,1,CD,Base,100.28,25.70751,-100.19946,Oficinistas,UT_GAS_URBANA,TRAIN,95.2
156,1,BC,Hogar,115.0,25.67567,-100.22221,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
247,1,D,Hogar,104.6,25.69494,-100.21911,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
474,1,C,Hogar,115.79,25.71698,-100.13154,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
453,1,C,Base,107.02,25.74442,-100.16092,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2
455,1,C,Hogar,119.51,25.73055,-100.18982,Hogar Reunión,UT_DENSIDAD,TRAIN,38.1
366,1,C,Hogar,100.0,25.66606,-100.26935,Hogar Reunión,UT_GAS_URBANA,TRAIN,90.5
365,1,C,Base,97.54,25.6751,-100.21091,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0
456,1,C,Hogar,127.9,25.74066,-100.1661,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
457,1,C,Hogar,81.3,25.73088,-100.15723,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
458,1,C,Hogar,101.46,25.70524,-100.20732,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7
361,1,C,Hogar,93.0,25.71936,-100.16773,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
464,1,C,Hogar,138.92,25.70318,-100.24274,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
358,1,C,Base,93.0,25.70128,-100.16365,Hogar Reunión,UT_GAS_URBANA,TRAIN,90.5
447,1,C,Hogar,83.9,25.73034,-100.16336,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,71.4
356,1,C,Hogar,77.0,25.66098,-100.26814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
355,1,C,Hogar,90.0,25.66743,-100.25439,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
484,1,C,Hogar,115.75,25.71093,-100.13501,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
493,1,C,Base,119.41,25.68103,-100.25271,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
352,1,C,Base,105.0,25.74532,-100.17814,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2
351,1,C,Base,93.0,25.67929,-100.26519,Oficinistas,UT_GAS_URBANA,TRAIN,95.2
495,1,C,Base,115.7,25.66923,-100.23264,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
503,1,C,Hogar,81.59,25.67292,-100.25155,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
348,1,C,Hogar,100.0,25.69414,-100.1901,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
506,1,C,Hogar,105.66,25.70051,-100.18745,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
401,1,C,Hogar,92.52,25.71205,-100.16304,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5
389,1,BC,Base,98.08,25.74648,-100.19411,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0
402,1,C,Hogar,103.27,25.72369,-100.16661,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5
404,1,C,Base,112.87,25.67993,-100.25752,Oficinistas,UT_DENSIDAD,TRAIN,100.0
406,1,C,Hogar,76.69,25.6645,-100.26545,Clásico,UT_DENSIDAD,TRAIN,85.7
407,1,C,Base,118.47,25.73733,-100.20671,Oficinistas,UT_GAS_URBANA,TRAIN,89.5
409,1,C,Hogar,95.68,25.66723,-100.22505,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
411,1,C,Hogar,109.85,25.70931,-100.1846,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
417,1,C,Base,95.22,25.66245,-100.23941,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
423,1,C,Base,85.18,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
635,1,C,Base,120.27,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
425,1,C,Hogar,116.15,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
427,1,C,Hogar,122.63,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
431,1,C,Hogar,119.24,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
433,1,C,Base,127.4,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
438,1,C,Hogar,117.61,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
374,1,C,Base,107.92,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,100.0
439,1,C,Hogar,115.55,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
372,1,CD,Hogar,80.56,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
441,1,CD,Hogar,111.48,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN,85.7
446,1,C,Hogar,126.8,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
612,1,C,Hogar,101.06,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
587,1,C,Hogar,91.25,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN,81.0
346,1,C,Hogar,90.0,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
322,1,C,Base,100.0,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
321,1,C,Hogar,102.0,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
591,1,C,Hogar,86.41,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
302,1,CD,Base,130.0,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,100.0
633,1,C,Hogar,103.05,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
616,1,C,Hogar,96.93,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
306,1,C,Base,182.0,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN,95.2
307,1,C,Hogar,114.0,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
593,1,C,Hogar,111.14,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
509,1,C,Base,115.72,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
611,1,C,Base,115.66,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN,100.0
318,1,C,Hogar,107.0,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
317,1,C,Hogar,104.0,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
594,1,C,Hogar,98.07,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
315,1,BC,Hogar,93.0,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN,100.0
314,1,C,Base,107.0,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
597,1,C,Hogar,110.73,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
598,1,C,Hogar,96.69,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
599,1,C,Hogar,114.63,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
585,1,C,Hogar,112.9,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,76.2
519,1,C,Base,115.03,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
536,1,C,Hogar,114.87,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
541,1,C,Hogar,109.97,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
557,1,C,Hogar,84.08,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
559,1,C,Hogar,92.18,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
562,1,C,Hogar,104.62,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,61.9
564,1,C,Hogar,115.51,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,100.0
571,1,C,Hogar,112.89,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
332,1,B,Receso,136.0,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,85.7
324,1,C,Hogar,97.0,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
582,1,C,Hogar,120.33,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
583,1,C,Hogar,113.5,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
329,1,C,Receso,71.0,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,95.2
575,1,C,Hogar,99.73,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
326,1,B,Hogar,118.0,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,90.5
328,1,C,Receso,116.0,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,90.5
327,1,C,Hogar,98.0,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
996,2,C,Hogar,107.85,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
997,2,C,Hogar,101.82,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
1003,2,C,Hogar,112.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
1007,2,C,Hogar,114.41,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
965,2,B,Hogar,98.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
979,2,BC,Hogar,115.67,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.2
983,2,C,Hogar,117.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
1037,2,C,Hogar,121.67,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
1016,2,C,Hogar,116.9,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN,100.0
1024,2,B,Hogar,121.61,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
885,2,B,Receso,110.15,25.98226,-98.09069,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,100.0
891,2,C,Hogar,113.17,25.97946,-98.06868,Hogar Reunión,UT_GAS_URBANA,TRAIN,95.0
942,2,C,Receso,130.0,25.9883,-98.11208,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0
944,2,C,Hogar,120.0,25.99662,-98.06202,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
945,2,C,Hogar,130.0,25.98966,-98.08214,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
956,2,C,Receso,121.0,25.98349,-98.08468,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
958,2,CD,Receso,125.0,25.99809,-98.08917,Parada Técnica,UT_DENSIDAD,TRAIN,100.0
927,2,C,Receso,135.13,25.92283,-98.26913,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
929,2,C,Hogar,83.07,25.99169,-98.07486,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
935,2,C,Hogar,152.0,25.99116,-98.09066,Hogar Reunión,UT_DENSIDAD,TRAIN,95.0
236,3,B,Hogar,130.0,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
345,3,A,Hogar,97.5,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0
204,3,AB,Base,122.4,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
214,3,BC,Receso,127.36,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN,100.0
846,3,B,Hogar,85.22,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN,55.6
221,3,AB,Receso,168.4,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
222,3,AB,Receso,112.0,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN,95.2
234,3,A,Receso,111.14,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN,100.0
246,3,B,Base,100.57,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,85.7
237,3,B,Hogar,127.64,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN,100.0
243,3,AB,Receso,149.7,25.63751,-100.31216,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0
241,3,BC,Receso,97.31,25.67252,-100.35968,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
178,3,AB,Base,103.6,25.66035,-100.38279,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
207,3,AB,Base,93.6,25.65248,-100.36226,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
169,3,AB,Base,119.3,25.65122,-100.33959,Oficinistas,UT_DENSIDAD,TRAIN,100.0
171,3,AB,Hogar,110.1,25.66523,-100.34199,Clásico,UT_TRAFICO_PEATONAL,TRAIN,95.0
173,3,AB,Hogar,99.0,25.6217,-100.29776,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
175,3,BC,Base,136.0,25.64811,-100.32974,Parada Técnica,UT_GAS_URBANA,TRAIN,100.0
507,3,C,Hogar,107.8,25.65665,-100.26909,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
181,3,AB,Hogar,105.65,25.6296,-100.27825,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,95.0
185,3,AB,Receso,106.96,25.66474,-100.38099,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0
284,3,C,Receso,124.6,25.53601,-100.21905,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
316,3,B,Base,98.0,25.65519,-100.35268,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
271,3,BC,Hogar,117.2,25.63876,-100.38256,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0
311,3,C,Receso,101.0,25.59757,-100.26299,Parada Técnica,UT_CARRETERA_GAS,TRAIN,100.0
274,3,C,Receso,105.3,25.56632,-100.23881,Parada Técnica,UT_GAS_URBANA,TRAIN,85.7
276,3,BC,Receso,109.82,25.66113,-100.39875,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0
309,3,B,Receso,77.0,25.65671,-100.36253,Parada Técnica,UT_DENSIDAD,TRAIN,100.0
308,3,AB,Hogar,112.5,25.64252,-100.33347,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0
287,3,AB,Base,105.34,25.58131,-100.25847,Clásico,UT_DENSIDAD,TRAIN,100.0
295,3,C,Receso,108.0,25.65979,-100.39622,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
303,3,B,Base,88.0,25.65706,-100.38443,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
251,3,C,Receso,110.94,25.66742,-100.28471,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0
252,3,B,Receso,120.8,25.6321,-100.27243,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,95.2
338,3,C,Hogar,99.0,25.61578,-100.27783,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,90.5
337,3,C,Hogar,106.0,25.66014,-100.28657,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
336,3,C,Base,105.0,25.63963,-100.28821,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,100.0
341,3,C,Base,81.0,25.66711,-100.29076,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,90.5
258,3,CD,Hogar,101.0,25.58928,-100.25288,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
752,3,B,Base,169.49,25.6614,-100.40051,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN,100.0
333,3,A,Hogar,124.0,25.57929,-100.2484,Clásico,UT_DENSIDAD,TRAIN,100.0
261,3,C,Base,112.38,25.66352,-100.40939,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
262,3,BC,Receso,122.83,25.65916,-100.36804,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,100.0
331,3,BC,Receso,74.0,25.67091,-100.39667,Parada Técnica,UT_GAS_URBANA,TRAIN,95.2
408,3,C,Hogar,108.84,25.60873,-100.26883,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
132,3,BC,Hogar,107.67,25.64953,-100.384,Oficinistas,UT_DENSIDAD,TRAIN,100.0
413,3,C,Base,92.17,25.62891,-100.29645,Parada Técnica,UT_GAS_URBANA,TRAIN,90.5
435,3,C,Hogar,87.28,25.65787,-100.40572,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
121,3,BC,Hogar,81.61,25.64548,-100.29303,Clásico,UT_DENSIDAD,TRAIN,95.2
414,3,C,Hogar,96.49,25.57829,-100.24148,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,95.2
424,3,B,Hogar,110.5,25.6241,-100.29509,Hogar Reunión,UT_DENSIDAD,TRAIN,95.2
375,3,C,Base,82.99,25.58959,-100.24934,Hogar Reunión,UT_GAS_URBANA,TRAIN,100.0
118,3,C,Hogar,112.38,25.608,-100.27007,Clásico,UT_DENSIDAD,TRAIN,95.2
116,3,BC,Hogar,71.5,25.65226,-100.2795,Hogar Reunión,UT_DENSIDAD,TRAIN,100.0
113,3,AB,Hogar,105.58,25.6422,-100.27802,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,95.0
419,3,AB,Hogar,115.76,25.65289,-100.34605,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,95.2
161,3,BC,Base,75.6,25.66865,-100.40311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,100.0
157,3,AB,Base,108.0,25.63502,-100.36374,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,100.0
162,3,CD,Base,126.0,25.6743,-100.40425,Oficinistas,UT_GAS_URBANA,TRAIN,100.0
