TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET
423,1,C,Base,85.18,25.6728,-100.23769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
635,1,C,Base,120.27,25.6638,-100.25769,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
425,1,C,Hogar,116.15,25.73241,-100.17578,Hogar Reunión,UT_DENSIDAD,TRAIN
427,1,C,Hogar,122.63,25.73371,-100.18386,Hogar Reunión,UT_DENSIDAD,TRAIN
431,1,C,Hogar,119.24,25.66744,-100.2239,Hogar Reunión,UT_DENSIDAD,TRAIN
433,1,C,Base,127.4,25.70933,-100.23586,Hogar Reunión,UT_DENSIDAD,TRAIN
438,1,C,Hogar,117.61,25.69605,-100.21036,Hogar Reunión,UT_DENSIDAD,TRAIN
374,1,C,Base,107.92,25.72258,-100.14044,Hogar Reunión,UT_CARRETERA_GAS,TRAIN
439,1,C,Hogar,115.55,25.71549,-100.20702,Hogar Reunión,UT_DENSIDAD,TRAIN
372,1,CD,Hogar,80.56,25.65999,-100.23217,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
441,1,CD,Hogar,111.48,25.72353,-100.17124,Hogar Reunión,UT_DENSIDAD,TRAIN
446,1,C,Hogar,126.8,25.68774,-100.18129,Hogar Reunión,UT_DENSIDAD,TRAIN
612,1,C,Hogar,101.06,25.74353,-100.17685,Hogar Reunión,UT_DENSIDAD,TRAIN
587,1,C,Hogar,91.25,25.72789,-100.1931,Hogar Reunión,UT_DENSIDAD,TRAIN
346,1,C,Hogar,90,25.74205,-100.19846,Hogar Reunión,UT_DENSIDAD,TRAIN
322,1,C,Base,100,25.65836,-100.22371,Hogar Reunión,UT_DENSIDAD,TRAIN
321,1,C,Hogar,102,25.70853,-100.15266,Hogar Reunión,UT_DENSIDAD,TRAIN
591,1,C,Hogar,86.41,25.65561,-100.22113,Hogar Reunión,UT_DENSIDAD,TRAIN
302,1,CD,Base,130,25.67635,-100.26692,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN
633,1,C,Hogar,103.05,25.72512,-100.18482,Hogar Reunión,UT_DENSIDAD,TRAIN
616,1,C,Hogar,96.93,25.70758,-100.16037,Hogar Reunión,UT_DENSIDAD,TRAIN
306,1,C,Base,182,25.67946,-100.2584,Oficinistas,UT_DENSIDAD,TRAIN
307,1,C,Hogar,114,25.66859,-100.26665,Hogar Reunión,UT_DENSIDAD,TRAIN
593,1,C,Hogar,111.14,25.74583,-100.16589,Hogar Reunión,UT_DENSIDAD,TRAIN
509,1,C,Base,115.72,25.66655,-100.21398,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
611,1,C,Base,115.66,25.68666,-100.23036,Barrio Competido,UT_DENSIDAD,TRAIN
318,1,C,Hogar,107,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN
317,1,C,Hogar,104,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN
594,1,C,Hogar,98.07,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN
315,1,BC,Hogar,93,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN
314,1,C,Base,107,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN
597,1,C,Hogar,110.73,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN
598,1,C,Hogar,96.69,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN
599,1,C,Hogar,114.63,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN
585,1,C,Hogar,112.9,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN
519,1,C,Base,115.03,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
536,1,C,Hogar,114.87,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN
541,1,C,Hogar,109.97,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN
557,1,C,Hogar,84.08,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN
559,1,C,Hogar,92.18,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN
562,1,C,Hogar,104.62,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN
564,1,C,Hogar,115.51,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
571,1,C,Hogar,112.89,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN
332,1,B,Receso,136,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN
324,1,C,Hogar,97,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN
582,1,C,Hogar,120.33,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN
583,1,C,Hogar,113.5,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN
329,1,C,Receso,71,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN
575,1,C,Hogar,99.73,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN
326,1,B,Hogar,118,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN
328,1,C,Receso,116,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN
327,1,C,Hogar,98,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN
996,2,C,Hogar,107.85,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN
997,2,C,Hogar,101.82,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN
1003,2,C,Hogar,112,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN
1007,2,C,Hogar,114.41,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN
965,2,B,Hogar,98,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN
979,2,BC,Hogar,115.67,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN
983,2,C,Hogar,117,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN
1037,2,C,Hogar,121.67,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN
1016,2,C,Hogar,116.9,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN
1024,2,B,Hogar,121.61,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN
885,2,B,Receso,110.15,25.98226,-98.09069,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
891,2,C,Hogar,113.17,25.97946,-98.06868,Hogar Reunión,UT_GAS_URBANA,TRAIN
942,2,C,Receso,130,25.9883,-98.11208,Parada Técnica,UT_GAS_URBANA,TRAIN
944,2,C,Hogar,120,25.99662,-98.06202,Hogar Reunión,UT_DENSIDAD,TRAIN
945,2,C,Hogar,130,25.98966,-98.08214,Hogar Reunión,UT_DENSIDAD,TRAIN
956,2,C,Receso,121,25.98349,-98.08468,Hogar Reunión,UT_DENSIDAD,TRAIN
958,2,CD,Receso,125,25.99809,-98.08917,Parada Técnica,UT_DENSIDAD,TRAIN
927,2,C,Receso,135.13,25.92283,-98.26913,Parada Técnica,UT_CARRETERA_GAS,TRAIN
929,2,C,Hogar,83.07,25.99169,-98.07486,Hogar Reunión,UT_DENSIDAD,TRAIN
935,2,C,Hogar,152,25.99116,-98.09066,Hogar Reunión,UT_DENSIDAD,TRAIN
236,3,B,Hogar,130,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN
345,3,A,Hogar,97.5,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
204,3,AB,Base,122.4,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
214,3,BC,Receso,127.36,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN
846,3,B,Hogar,85.22,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN
221,3,AB,Receso,168.4,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
222,3,AB,Receso,112,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN
234,3,A,Receso,111.14,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN
246,3,B,Base,100.57,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
237,3,B,Hogar,127.64,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN
243,3,AB,Receso,149.7,25.63751,-100.31216,Parada Técnica,UT_GAS_URBANA,TRAIN
241,3,BC,Receso,97.31,25.67252,-100.35968,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
178,3,AB,Base,103.6,25.66035,-100.38279,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
207,3,AB,Base,93.6,25.65248,-100.36226,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
169,3,AB,Base,119.3,25.65122,-100.33959,Oficinistas,UT_DENSIDAD,TRAIN
171,3,AB,Hogar,110.1,25.66523,-100.34199,Clásico,UT_TRAFICO_PEATONAL,TRAIN
173,3,AB,Hogar,99,25.6217,-100.29776,Hogar Reunión,UT_DENSIDAD,TRAIN
175,3,BC,Base,136,25.64811,-100.32974,Parada Técnica,UT_GAS_URBANA,TRAIN
507,3,C,Hogar,107.8,25.65665,-100.26909,Hogar Reunión,UT_DENSIDAD,TRAIN
181,3,AB,Hogar,105.65,25.6296,-100.27825,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
185,3,AB,Receso,106.96,25.66474,-100.38099,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
284,3,C,Receso,124.6,25.53601,-100.21905,Parada Técnica,UT_CARRETERA_GAS,TRAIN
316,3,B,Base,98,25.65519,-100.35268,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
271,3,BC,Hogar,117.2,25.63876,-100.38256,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
311,3,C,Receso,101,25.59757,-100.26299,Parada Técnica,UT_CARRETERA_GAS,TRAIN
274,3,C,Receso,105.3,25.56632,-100.23881,Parada Técnica,UT_GAS_URBANA,TRAIN
276,3,BC,Receso,109.82,25.66113,-100.39875,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
309,3,B,Receso,77,25.65671,-100.36253,Parada Técnica,UT_DENSIDAD,TRAIN
308,3,AB,Hogar,112.5,25.64252,-100.33347,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
287,3,AB,Base,105.34,25.58131,-100.25847,Clásico,UT_DENSIDAD,TRAIN
295,3,C,Receso,108,25.65979,-100.39622,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
303,3,B,Base,88,25.65706,-100.38443,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
251,3,C,Receso,110.94,25.66742,-100.28471,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
252,3,B,Receso,120.8,25.6321,-100.27243,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
338,3,C,Hogar,99,25.61578,-100.27783,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
337,3,C,Hogar,106,25.66014,-100.28657,Hogar Reunión,UT_DENSIDAD,TRAIN
336,3,C,Base,105,25.63963,-100.28821,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
341,3,C,Base,81,25.66711,-100.29076,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
258,3,CD,Hogar,101,25.58928,-100.25288,Hogar Reunión,UT_DENSIDAD,TRAIN
752,3,B,Base,169.49,25.6614,-100.40051,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN
333,3,A,Hogar,124,25.57929,-100.2484,Clásico,UT_DENSIDAD,TRAIN
261,3,C,Base,112.38,25.66352,-100.40939,Hogar Reunión,UT_DENSIDAD,TRAIN
262,3,BC,Receso,122.83,25.65916,-100.36804,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN
331,3,BC,Receso,74,25.67091,-100.39667,Parada Técnica,UT_GAS_URBANA,TRAIN
408,3,C,Hogar,108.84,25.60873,-100.26883,Hogar Reunión,UT_DENSIDAD,TRAIN
132,3,BC,Hogar,107.67,25.64953,-100.384,Oficinistas,UT_DENSIDAD,TRAIN
413,3,C,Base,92.17,25.62891,-100.29645,Parada Técnica,UT_GAS_URBANA,TRAIN
435,3,C,Hogar,87.28,25.65787,-100.40572,Hogar Reunión,UT_DENSIDAD,TRAIN
121,3,BC,Hogar,81.61,25.64548,-100.29303,Clásico,UT_DENSIDAD,TRAIN
414,3,C,Hogar,96.49,25.57829,-100.24148,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
424,3,B,Hogar,110.5,25.6241,-100.29509,Hogar Reunión,UT_DENSIDAD,TRAIN
375,3,C,Base,82.99,25.58959,-100.24934,Hogar Reunión,UT_GAS_URBANA,TRAIN
118,3,C,Hogar,112.38,25.608,-100.27007,Clásico,UT_DENSIDAD,TRAIN
116,3,BC,Hogar,71.5,25.65226,-100.2795,Hogar Reunión,UT_DENSIDAD,TRAIN
113,3,AB,Hogar,105.58,25.6422,-100.27802,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
419,3,AB,Hogar,115.76,25.65289,-100.34605,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
161,3,BC,Base,75.6,25.66865,-100.40311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
157,3,AB,Base,108,25.63502,-100.36374,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN
162,3,CD,Base,126,25.6743,-100.40425,Oficinistas,UT_GAS_URBANA,TRAIN
154,3,BC,Base,81.97,25.67178,-100.28287,Oficinistas,UT_DENSIDAD,TRAIN
148,3,AB,Base,90.06,25.62791,-100.36239,Clásico,UT_DENSIDAD,TRAIN
391,3,BC,Base,70.85,25.65676,-100.38827,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
146,3,A,Base,84.02,25.65478,-100.38306,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
139,3,AB,Hogar,129.6,25.63525,-100.37125,Clásico,UT_DENSIDAD,TRAIN
138,3,AB,Receso,114.4,25.65744,-100.36574,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
396,3,AB,Receso,112.95,25.56043,-100.232,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
134,3,AB,Receso,115.2,25.66256,-100.36801,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN
133,3,C,Receso,114.67,25.66034,-100.28202,Clásico,UT_TRAFICO_VEHICULAR,TRAIN
701,4,C,Base,97.88,25.66395,-100.15029,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN
52,4,C,Base,104.08,25.65314,-100.1115,Parada Técnica,UT_GAS_URBANA,TRAIN
56,4,D,Hogar,98.35,25.67128,-100.08602,Hogar Reunión,UT_DENSIDAD,TRAIN
711,4,C,Hogar,97.84,25.68007,-100.16831,Hogar Reunión,UT_DENSIDAD,TRAIN
267,4,C,Base,118,25.67022,-100.18105,Hogar Reunión,UT_DENSIDAD,TRAIN
717,4,C,Hogar,110.99,25.637,-100.1251,Hogar Reunión,UT_DENSIDAD,TRAIN
728,4,C,Hogar,94.59,25.66763,-100.18443,Hogar Reunión,UT_DENSIDAD,TRAIN
264,4,C,Base,117,25.68144,-100.16911,Hogar Reunión,UT_DENSIDAD,TRAIN
286,4,CD,Receso,106,25.65147,-100.10713,Parada Técnica,UT_GAS_URBANA,TRAIN
641,4,C,Receso,88.39,25.66455,-100.15575,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN
643,4,C,Hogar,117.03,25.65151,-100.18677,Hogar Reunión,UT_DENSIDAD,TRAIN
297,4,C,Hogar,83,25.63888,-100.17997,Hogar Reunión,UT_DENSIDAD,TRAIN
